编号,分类,英文名称,化合物名称,分子式,分子量,CAS号,2D图,smiles,inchi,inchikey,药材名称
SZ-124,有机酸类,11-eicosenoic acid,花生烯酸,C20H38O2,310.2872,\,,OC(CCCCCCCCC/C=C\CCCCCCCC)=O,"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H,21,22)/b10-9-",BITHHVVYSMSWAG-KTKRTIGZSA-N,山楂
SZ-125,有机酸类,heneicos anoic acid,二十一碳酸,C21H42O2,326.557,2363-71-5,,OC(CCCCCCCCCCCCCCCCCCCC)=O,"InChI=1S/C21H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23/h2-20H2,1H3,(H,22,23)",CKDDRHZIAZRDBW-UHFFFAOYSA-N,山楂
SZ-126,有机酸类,octadecanedioic acid,十八碳二酸,C18H34O4,314.46,871-70-5,,OC(CCCCCCCCCCCCCCCCC(O)=O)=O,"InChI=1S/C18H34O4/c19-17(20)15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16-18(21)22/h1-16H2,(H,19,20)(H,21,22)",BNJOQKFENDDGSC-UHFFFAOYSA-N,山楂
SZ-127,有机酸类,tricosanoic acid,二十三碳酸,C23H46O2,354.61,2433-96-7,,OC(CCCCCCCCCCCCCCCCCCCCCC)=O,"InChI=1S/C23H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25/h2-22H2,1H3,(H,24,25)",XEZVDURJDFGERA-UHFFFAOYSA-N,山楂
SZ-128,有机酸类,tetracosanoic acid,二十四碳酸,C24H48O2,368.637,93778-52-0,,OC(CCCCCCCCCCCCCCCCCCCCCCC)=O,"InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)",QZZGJDVWLFXDLK-UHFFFAOYSA-N,山楂
SZ-129,有机酸类,cerotic acid,蜡酸,C26H52O2,396.69,506-46-7,,OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O,"InChI=1S/C26H52O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26(27)28/h2-25H2,1H3,(H,27,28)",XMHIUKTWLZUKEX-UHFFFAOYSA-N,山楂
SZ-130,三萜类,ursolic acid,熊果酸,C30H48O3,456.7,77-52-1,,O=C([C@](CC1)(CC[C@@H](C)[C@@H]2C)[C@]2([H])C3=CC[C@@]4([H])[C@](CC[C@]5([H])[C@@]4(CC[C@H](O)C5(C)C)C)(C)[C@@]31C)O,"InChI=1S/C30H48O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24,31H,9-17H2,1-7H3,(H,32,33)/t18-,19+,21+,22-,23+,24+,27+,28-,29-,30+/m1/s1",WCGUUGGRBIKTOS-GPOJBZKASA-N,山楂
SZ-131,三萜类,oleanolic acid,齐墩果酸,C30H48O3,456.7,508-02-1,,OC([C@](CC1)(CCC(C)(C)C2)[C@]2([H])C3=CC[C@@]4([H])[C@](CC[C@]5([H])[C@@]4(CC[C@H](O)C5(C)C)C)(C)[C@@]31C)=O,"InChI=1S/C30H48O3/c1-25(2)14-16-30(24(32)33)17-15-28(6)19(20(30)18-25)8-9-22-27(5)12-11-23(31)26(3,4)21(27)10-13-29(22,28)7/h8,20-23,31H,9-18H2,1-7H3,(H,32,33)/t20-,21-,22+,23-,27-,28+,29+,30-/m0/s1",MIJYXULNPSFWEK-GTOFXWBISA-N,山楂
SZ-132,三萜类,crataegolic acid,山楂酸,C30H48O4,472.7,4373-41-5,,O=C([C@](CC1)(CCC(C)(C)C2)[C@]2([H])C3=CC[C@@]4([H])[C@](CC[C@]5([H])[C@@]4(C[C@@H](O)[C@H](O)C5(C)C)C)(C)[C@@]31C)O,"InChI=1S/C30H48O4/c1-25(2)12-14-30(24(33)34)15-13-28(6)18(19(30)16-25)8-9-22-27(5)17-20(31)23(32)26(3,4)21(27)10-11-29(22,28)7/h8,19-23,31-32H,9-17H2,1-7H3,(H,33,34)/t19-,20+,21-,22+,23-,27-,28+,29+,30-/m0/s1",MDZKJHQSJHYOHJ-LLICELPBSA-N,山楂
SZ-133,三萜类,corosolic acid,科罗索酸,C30H48O4,472.7,4547-24-4,,O=C([C@](CC1)(CC[C@@H](C)[C@@H]2C)[C@]2([H])C3=CC[C@@]4([H])[C@](CC[C@]5([H])[C@@]4(C[C@@H](O)[C@H](O)C5(C)C)C)(C)[C@@]31C)O,"InChI=1S/C30H48O4/c1-17-10-13-30(25(33)34)15-14-28(6)19(23(30)18(17)2)8-9-22-27(5)16-20(31)24(32)26(3,4)21(27)11-12-29(22,28)7/h8,17-18,20-24,31-32H,9-16H2,1-7H3,(H,33,34)/t17-,18+,20-,21+,22-,23+,24+,27+,28-,29-,30+/m1/s1",HFGSQOYIOKBQOW-ZSDYHTTISA-N,山楂
SZ-134,三萜类,24-methylene-24-dihydrolanosterol,24-亚甲基-24-二氢羊毛甾醇,C42H96O,616.7461,\,,C[C@@]1(CC[C@@]2(CCCC(C(C)C)=C)[H])[C@]2(C)CCC3=C1CC[C@]4([H])[C@@]3(CC[C@H](O)C4(C)C)C.[H]CC.C.C.C.C.C.C.C.C.C.C,"InChI=1S/C30H50O.C2H6.10CH4/c1-20(2)21(3)10-9-11-22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7;1-2;;;;;;;;;;/h20,22,25-26,31H,3,9-19H2,1-2,4-8H3;1-2H3;10*1H4/t22-,25-,26-,28+,29+,30-;;;;;;;;;;;/m0.........../s1",ZGCLJDRTZWRPKD-YJTUWTAQSA-N,山楂
SZ-135,三萜类,butyrospermol,牛油树醇,C30H50O,426.3862,\,,C[C@@]1(CC[C@H]2[C@H](CC/C=C(C)\C)C)[C@]2(C)CCC3C1=CCC4[C@@]3(CC[C@H](O)C4(C)C)C,"InChI=1S/C30H50O/c1-20(2)10-9-11-21(3)22-14-18-30(8)24-12-13-25-27(4,5)26(31)16-17-28(25,6)23(24)15-19-29(22,30)7/h10,12,21-23,25-26,31H,9,11,13-19H2,1-8H3/t21-,22-,23?,25?,26-,28+,29+,30-/m0/s1",DICCPNLDOZNSML-JGRIPOOFSA-N,山楂
SZ-136,三萜类,cycloartenol,环阿屯醇,C30H50O,426.717,469-38-5,,C[C@@]1(CC[C@@H]2[C@@H](CC/C=C(C)\C)C)[C@]2(C)CC[C@@H]3[C@@]1(C)CC[C@]4(C)[C@@]3(CC[C@H](O)C4(C)C)C,"InChI=1S/C32H56O/c1-22(2)12-11-13-23(3)24-14-19-32(10)28(24,6)17-15-25-29(7)18-16-26(33)27(4,5)31(29,9)21-20-30(25,32)8/h12,23-26,33H,11,13-21H2,1-10H3/t23-,24-,25+,26+,28-,29-,30-,31+,32-/m1/s1",RCUUINYMLPBEKZ-NKRAKSJQSA-N,山楂
SZ-137,三萜类,cuneataol,野山楂醇,C32H50O6,530.3607,\,,O=C([C@](CC1)(CC[C@@H](C)[C@]2(O)C)[C@]2([H])C3=CC[C@@]4([H])[C@](CC[C@](C(C)([C@@]5(C)O)C)([H])[C@@]46CCO[C@@]5(O)C6)(C)[C@@]31C)O,"InChI=1S/C32H50O6/c1-19-10-13-30(24(33)34)15-14-26(4)20(23(30)28(19,6)35)8-9-22-27(26,5)12-11-21-25(2,3)29(7,36)32(37)18-31(21,22)16-17-38-32/h8,19,21-23,35-37H,9-18H2,1-7H3,(H,33,34)/t19-,21+,22+,23-,26-,27-,28-,29-,30+,31+,32+/m1/s1",ZELXNCCTYYVCCS-MOVJNTCJSA-N,山楂
SZ-138,三萜类,uvaol,熊果醇,C30H50O2,442.717,545-46-0,,OC[C@](CC1)(CC[C@@H](C)[C@@H]2C)[C@]2([H])C3=CC[C@@]4([H])[C@](CC[C@]5([H])[C@@]4(CC[C@H](O)C5(C)C)C)(C)[C@@]31C,"InChI=1S/C30H50O2/c1-19-10-15-30(18-31)17-16-28(6)21(25(30)20(19)2)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h8,19-20,22-25,31-32H,9-18H2,1-7H3/t19-,20+,22+,23-,24+,25+,27+,28-,29-,30-/m1/s1",XUARCIYIVXVTAE-ZAPOICBTSA-N,山楂
SZ-139,三萜类,betulin,桦木醇,C30H50O2,442.717,473-98-3,,OC[C@](CC1)(CCC2C(C)=C)[C@@]2([H])[C@](CC[C@@]3([H])[C@@]4(C)CC[C@]5([H])[C@@]3(CC[C@H](O)C5(C)C)C)([H])[C@@]14C,"InChI=1S/C30H50O2/c1-19(2)20-10-15-30(18-31)17-16-28(6)21(25(20)30)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h20-25,31-32H,1,8-18H2,2-7H3/t20?,21-,22+,23-,24+,25-,27+,28-,29-,30-/m1/s1",FVWJYYTZTCVBKE-BXNAEYBDSA-N,山楂
SZ-140,三萜类,arjungenin,三羟基齐墩果酸,C30H48O6,504.699,58880-25-4,,O[C@@H]1C(C)(C)CC[C@]2(C(O)=O)CC[C@@]3(C)[C@]4(C)CC[C@@]5([H])[C@@](CO)(C)[C@@H](O)[C@H](O)C[C@]5(C)[C@@]4([H])CC=C3[C@@]21[H],"InChI=1S/C30H48O6/c1-25(2)11-13-30(24(35)36)14-12-28(5)17(21(30)23(25)34)7-8-20-26(3)15-18(32)22(33)27(4,16-31)19(26)9-10-29(20,28)6/h7,18-23,31-34H,8-16H2,1-6H3,(H,35,36)/t18-,19-,20-,21-,22+,23+,26+,27+,28-,29-,30+/m1/s1",IFIQVSCCFRXSJV-NWCCWSSZSA-N,山楂
SZ-141,三萜类,arjunglucoside,\,C36H58O11,666.84,62319-70-4,,O[C@@H]1C(C)(C)CC[C@]2(C(OC(CO)=O)=O)CC[C@@]3(C)[C@]4(C)CC[C@@]5([H])[C@@](CO)(C)[C@@H](O)[C@H](O)C[C@]5(C)[C@@]4([H])CC=C3[C@@]21[H],"InChI=1S/C32H50O8/c1-27(2)11-13-32(26(39)40-22(36)16-33)14-12-30(5)18(23(32)25(27)38)7-8-21-28(3)15-19(35)24(37)29(4,17-34)20(28)9-10-31(21,30)6/h7,19-21,23-25,33-35,37-38H,8-17H2,1-6H3/t19-,20-,21-,23-,24+,25+,28+,29+,30-,31-,32+/m1/s1",UOQXPVCMSDNEGC-CPWMVXOJSA-N,山楂
SZ-142,三萜类,tormentic acid-28-O-β-D-glucopyrannoside,\,C32H50O8,562.3506,\,,O[C@]1(C)[C@H](C)CCC2(C(OC(CO)=O)=O)CC[C@@]3(C)[C@]4(C)CC[C@@]5([H])[C@@](CO)(C)[C@@H](O)[C@H](O)C[C@]5(C)[C@@]4([H])CC=C3[C@@]21[H],"InChI=1S/C32H50O8/c1-18-9-12-32(26(38)40-23(36)16-33)14-13-29(4)19(24(32)31(18,6)39)7-8-22-27(2)15-20(35)25(37)28(3,17-34)21(27)10-11-30(22,29)5/h7,18,20-22,24-25,33-35,37,39H,8-17H2,1-6H3/t18-,20-,21-,22-,24-,25+,27+,28+,29-,30-,31-,32?/m1/s1",GMBVIBMXZWGRNL-VXKHBGGSSA-N,山楂
SZ-143,三萜类,"18, 19-seco, 2α, 3β, -dihydroxy-19-oxo-urs-11, 13 (18) -dien-28-oic acid",\,C30H44O6,500.3138,\,,C[C@]12[C@]3(C)CC[C@@]4([H])[C@@](CO)(C)[C@@H](O)[C@H](O)C[C@]4(C)C3C=CC1=C5C(CCC(C(C)=O)C5)(C(O)=O)CC2,"InChI=1S/C30H44O6/c1-17(32)18-8-11-30(25(35)36)13-12-28(4)19(20(30)14-18)6-7-23-26(2)15-21(33)24(34)27(3,16-31)22(26)9-10-29(23,28)5/h6-7,18,21-24,31,33-34H,8-16H2,1-5H3,(H,35,36)/t18?,21-,22-,23?,24+,26+,27+,28-,29-,30?/m1/s1",SZFFLSDTNGTACI-PLSHQBGMSA-N,山楂
SZ-144,三萜类,β-sitosterol,β-谷甾醇,C29H50O,414.707,83-46-5,,[H][C@@]1(CC[C@@H]2[C@H](C)CC[C@H](C(C)C)CC)[C@]2(C)CC[C@@]3([H])[C@@]1([H])CC=C4[C@@]3(CCC(O)C4)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23?,24+,25-,26+,27+,28+,29-/m1/s1",KZJWDPNRJALLNS-BWRKXDIJSA-N,山楂
SZ-145,三萜类,daucosterol,胡萝卜苷,C35H60O6,576.847,474-58-8,,[H][C@@]1(CC[C@@H]2[C@H](C)CC[C@@H](CC)C(C)C)[C@]2(C)CC[C@@]3([H])[C@@]1([H])CC=C4[C@@]3(CCC([GlcO])C4)C,,,山楂
SZ-146,三萜类,stigmosterol,豆甾醇,C29H48O,412.691,83-48-7,,[H][C@@]1(CC[C@@H]2C(C)/C=C/[C@@H](CC)C(C)C)[C@]2(C)CC[C@@]3([H])[C@@]1([H])CCC4[C@@]3(CCC(O)C4)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h8-9,19-27,30H,7,10-18H2,1-6H3/b9-8+/t20?,21-,22?,23?,24+,25-,26+,27+,28+,29-/m1/s1",CSVWWLUMXNHWSU-PMUVSBCDSA-N,山楂
SZ-147,三萜类,"( + ) -7R, 8S-5-methoxy dihydrodehydroconiferyl alcohol",\,C21H26O6,374.1729,\,,OC1=C([CH3]=O)C=C([C@@H]2OC(C(C)=CC(CCCO)=C3)=C3[C@H]2[OH]=C)C=C1[CH3]=O,"InChI=1S/C21H26O6/c1-12-6-13(4-3-5-22)7-17-19(12)27-20(21(17)26-2)14-8-15(10-23)18(25)16(9-14)11-24/h6-9,20-22,25-26H,2-5H2,1,10-11H3/t20-,21?/m0/s1",DOBZSFBLSFHLMO-BGERDNNASA-N,山楂
SZ-148,三萜类,(−)-2a-O-(β-D-glucopyranosyl)-lyoniresinol,\,C24H30O10,478.1839,\,,OC1=C([CH3]=O)C=C2C([C@@H](C3=CC(OC)=C(O)C([CH3]=O)=C3)[C@H](CO)[C@@H](COC(CO)=O)C2)=C1OC,"InChI=1S/C24H30O10/c1-32-18-6-13(4-14(7-25)22(18)30)20-17(9-27)16(11-34-19(29)10-28)5-12-3-15(8-26)23(31)24(33-2)21(12)20/h3-4,6,16-17,20,27-28,30-31H,5,9-11H2,1-2,7-8H3/t16?,17?,20-/m0/s1",QPDFHGCFUMAYBN-UHYCVJNDSA-N,山楂
SZ-149,三萜类,tortoside A,\,C23H28O8,432.1784,\,,[H][C@]12[C@]([C@@H](C3=CC([CH3]=O)=C(O)C(OC)=C3)OC2)([H])CO[C@@H]1C4=CC(OC)=C(OC)C(OC)=C4,"InChI=1S/C23H28O8/c1-26-17-6-12(5-14(9-24)20(17)25)21-15-10-31-22(16(15)11-30-21)13-7-18(27-2)23(29-4)19(8-13)28-3/h5-8,15-16,21-22,25H,10-11H2,1-4,9H3/t15-,16-,21+,22+/m0/s1",AUIQMDDSKNKAAI-RZTYQLBFSA-N,山楂
SZ-150,三萜类,"erythro-1-(4-O-β-D-glucopyranosyl-3-methoxyphenyl)-2-[4-(3-hydroxypropyl)-2,6-dimethoxyphenoxy]-1,3-propanediol",,C27H38O13,570.2312,\,,OC[C@](OC(C(OC)=CC(CCCO)=C1)=C1[CH3]=O)([H])[C@@]([H])(O)C(C=C2OC)=CC=C2OC3C(O)C(O)C(O)C(CO)O3,"InChI=1S/C27H38O13/c1-36-18-10-15(5-6-17(18)39-27-25(35)24(34)23(33)21(13-31)40-27)22(32)20(12-30)38-26-16(11-29)8-14(4-3-7-28)9-19(26)37-2/h5-6,8-10,20-25,27-28,30-35H,3-4,7,12-13H2,1-2,11H3/t20-,21?,22+,23?,24?,25?,27?/m1/s1",XVBWYQGOZTVICQ-KSDDLJAXSA-N,山楂
SZ-151,三萜类,"(7S,8R)-urolignoside",\,C23H30O8,434.1941,\,,[H]C1=CC=CC([CH3]=O)=C1[GlcO].C[C@H]2OC(C(OC)=CC(CCCO)=C3)=C3[C@@H]2[OH]=C,,,山楂
SZ-152,三萜类,"(7S, 8R)-5-methoxy dihydrodehydrodiconiferyl alcohol 4-O-β-D-glucopyranoside",\,C24H34O9,464.264,\,,[GlcO]C1=C([CH3]=O)C=CC=C1[CH3]=O.C[C@@H]2OC(C(OC)=CC(CCCO)=C3)=C3[C@H]2[OH]=C,,,山楂
SZ-153,三萜类,acernikol-4′′-O-β-D-glucopyranoside,\,C40H56O14,760.367,\,,OC[C@]([C@H](O)C1=CC=C(C[C@@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(OC)=C1)([H])OC3=C(OC)C=CC=C3[CH3]=O.C[C@@H]4OC(C(OC)=CC(CCCO)=C5)=C5[C@H]4CO,"InChI=1S/C26H36O10.C14H20O4/c1-34-19-5-3-4-16(11-27)26(19)36-21(13-29)22(30)15-7-6-14(20(10-15)35-2)8-17-9-18(12-28)24(32)25(33)23(17)31;1-9-12(8-16)11-6-10(4-3-5-15)7-13(17-2)14(11)18-9/h3-7,10,17-18,21-25,28-33H,8-9,12-13H2,1-2,11H3;6-7,9,12,15-16H,3-5,8H2,1-2H3/t17-,18-,21+,22-,23+,24-,25-;9-,12-/m10/s1",AFGROCUFQMYKIG-QFZAOEMZSA-N,山楂
SZ-154,单萜及倍半萜类,"(5Z)-6-[5-(2-hydroxypropan-2-yl)-2-methyltetrahydrofuran-2-yl]-3-methylhexa-1,5-dien-3-ol",\,C15H26O3,254.1882,\,,C=CC(C)(O)C/C=C\[C@]1(C)O[C@]([H])(C(C)(O)C)CC1,"InChI=1S/C15H26O3/c1-6-14(4,17)9-7-10-15(5)11-8-12(18-15)13(2,3)16/h6-7,10,12,16-17H,1,8-9,11H2,2-5H3/b10-7-/t12-,14?,15-/m0/s1",BAEXUXXJQFAXLI-NFVXBTOVSA-N,山楂
SZ-155,单萜及倍半萜类,"(5Z)-6-[5-(2-O-β-D-glucopyranosyl-propan-2-yl)-2-methyl tetrahydrofuran-2-yl]-3-methylhexa-1,5-dien-3-ol",\,C17H28O5,312.1937,\,,C=CC(C)(O)C/C=C\[C@]1(C)O[C@]([H])(C(C)(OC(CO)=O)C)CC1,"InChI=1S/C17H28O5/c1-6-16(4,20)9-7-10-17(5)11-8-13(21-17)15(2,3)22-14(19)12-18/h6-7,10,13,18,20H,1,8-9,11-12H2,2-5H3/b10-7-/t13-,16?,17-/m0/s1",TUUFJYSWGIJSAH-SLRXREQZSA-N,山楂
SZ-156,单萜及倍半萜类,5-ethenyl-2-[2-O-β-D-glucopyranosyl-(1′′-6′)-β-D-glucopyranosyl-propan-2-yl]-5-methyltetrahydrofuran-2-ol,\,C18H28O9,388.1733,\,,[GlcO]CC1C(O)C(O)C(O[C@@]2(C(C)(C)O3)O[C@@](C)(C=C)CC2)C3O1,,,山楂
SZ-157,单萜及倍半萜类,"4-[4β-O-β-D-xylopyranosyl-(1′′-6′)-β-D-glucopyranosyl-2,6,6-trimethyl-1-cyclohexen-1-yl]-butan-2-one",\,C22H44O9,452.2985,\,,O[C@@H]([C@@H]1O)[C@H](CCOC)O[C@@H](OCC/C=C\CC)[C@@H]1O.OC(CO)C(C)OCCCC,"InChI=1S/C14H26O6.C8H18O3/c1-3-4-5-6-8-19-14-13(17)12(16)11(15)10(20-14)7-9-18-2;1-3-4-5-11-7(2)8(10)6-9/h4-5,10-17H,3,6-9H2,1-2H3;7-10H,3-6H2,1-2H3/b5-4-;/t10-,11+,12-,13+,14+;/m0./s1",SBVXFWCVBKREKQ-DPXMZZATSA-N,山楂
SZ-158,单萜及倍半萜类,(Z)-3-hexenyl O-β-D-glucopyranosyl-(1′′-6′)-β-D-glucopyranoside,\,C22H44O9,452.2985,\,,O[C@@H]([C@@H]1O)[C@H](CCOC)O[C@@H](OCC/C=C\CC)[C@@H]1O.OC(CO)C(C)OCCCC,"InChI=1S/C14H26O6.C8H18O3/c1-3-4-5-6-8-19-14-13(17)12(16)11(15)10(20-14)7-9-18-2;1-3-4-5-11-7(2)8(10)6-9/h4-5,10-17H,3,6-9H2,1-2H3;7-10H,3-6H2,1-2H3/b5-4-;/t10-,11+,12-,13+,14+;/m0./s1",SBVXFWCVBKREKQ-DPXMZZATSA-N,山楂
SZ-159,单萜及倍半萜类,(Z)-3-hexenyl O-β-D-xylopyranosyl-(1′′-6′)-β-D-glucopyranoside,\,C22H44O9,452.2985,\,,O[C@@H]([C@@H]1O)[C@H](CCOC)O[C@@H](OCC/C=C\CC)[C@@H]1O.OC(CO)C(C)OCCCC,"InChI=1S/C14H26O6.C8H18O3/c1-3-4-5-6-8-19-14-13(17)12(16)11(15)10(20-14)7-9-18-2;1-3-4-5-11-7(2)8(10)6-9/h4-5,10-17H,3,6-9H2,1-2H3;7-10H,3-6H2,1-2H3/b5-4-;/t10-,11+,12-,13+,14+;/m0./s1",SBVXFWCVBKREKQ-DPXMZZATSA-N,山楂
SZ-160,单萜及倍半萜类,(Z)-3- hexenyl O-β-D-rhamnopyranosyl-(1′′-6′)-β-D-glucopyranoside,\,C22H44O9,452.2985,\,,O[C@@H]([C@@H]1O)[C@H](CCOC)O[C@@H](OCC/C=C\CC)[C@@H]1O.OC(CO)C(C)OCCCC,"InChI=1S/C14H26O6.C8H18O3/c1-3-4-5-6-8-19-14-13(17)12(16)11(15)10(20-14)7-9-18-2;1-3-4-5-11-7(2)8(10)6-9/h4-5,10-17H,3,6-9H2,1-2H3;7-10H,3-6H2,1-2H3/b5-4-;/t10-,11+,12-,13+,14+;/m0./s1",SBVXFWCVBKREKQ-DPXMZZATSA-N,山楂
SZ-161,单萜及倍半萜类,"(3R,5S,6S,7E,9S)-megastiman-7-ene-3,5,6,9-tetrol",\,C13H24O4,244.1675,\,,CC1(C)[C@](/C=C/[C@H](C)O)(O)[C@](O)(C)C[C@H](O)C1,"InChI=1S/C13H24O4/c1-9(14)5-6-13(17)11(2,3)7-10(15)8-12(13,4)16/h5-6,9-10,14-17H,7-8H2,1-4H3/b6-5+/t9-,10+,12-,13-/m0/s1",CTCKPFXFWVNGLG-RTLCHFMVSA-N,山楂
SZ-162,单萜及倍半萜类,"(3R,5S,6S,7E,9S)-megastigman-7-ene-3,5,6,9-tetrol 9-O-尾-D-glucopyranoside",\,C15H26O6,302.1729,\,,CC1(C)[C@](/C=C/[C@H](C)OC(CO)=O)(O)[C@](O)(C)C[C@H](O)C1,"InChI=1S/C15H26O6/c1-10(21-12(18)9-16)5-6-15(20)13(2,3)7-11(17)8-14(15,4)19/h5-6,10-11,16-17,19-20H,7-9H2,1-4H3/b6-5+/t10?,11-,14+,15+/m1/s1",AMXMCZLECDZGHC-AKBGCBEKSA-N,山楂
SZ-163,单萜及倍半萜类,"(6S,7E,9R)-6,9-dihydroxy-4,7-megastigmadien-3-one 9-O-[β-D-xylopyranosyl-(1′′-6′)-β-D-glucopyranoside]",\,C26H42O9,498.2829,\,,CC(C(/C=C/C(OC1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO[C@@H]2[C@@H](C)[C@H](O)[C@@H](O)OC2)O1)C)C(C)(C)C3)=CC3=C,"InChI=1S/C26H42O9/c1-13-9-14(2)17(26(5,6)10-13)8-7-15(3)34-25-23(30)22(29)21(28)19(35-25)12-32-18-11-33-24(31)20(27)16(18)4/h7-9,15-25,27-31H,1,10-12H2,2-6H3/b8-7+/t15?,16-,17?,18+,19+,20+,21+,22-,23+,24+,25?/m1/s1",JMKJHYSQHFKRLR-WAHJMLFRSA-N,山楂
SZ-164,单萜及倍半萜类,linarionoside C,\,C17H28O6,328.1886,\,,[GlcO][C@H]1CC(C)(C)C(CCC(C)OC(CO)=O)=C(C)C1,,,山楂
SZ-165,单萜及倍半萜类,"(3S,9R)-3,9-dihydroxy-megastigman-5-ene 3-O-primeveroside",\,C28H54O11,566.3666,\,,CC1=C(CCC(C)O)C(C)(C)C[C@@H](C1)O[C@H]2[C@@H]([C@@H](O)[C@H](O)[C@@H](CCOC)O2)O.OC(CO)COCC(O)CC,"InChI=1S/C21H38O7.C7H16O4/c1-12-10-14(11-21(3,4)15(12)7-6-13(2)22)27-20-19(25)18(24)17(23)16(28-20)8-9-26-5;1-2-6(9)4-11-5-7(10)3-8/h13-14,16-20,22-25H,6-11H2,1-5H3;6-10H,2-5H2,1H3/t13?,14-,16-,17-,18+,19-,20-;/m1./s1",RKBLPAHVGMDVKW-XGAIXKRCSA-N,山楂
SZ-166,单萜及倍半萜类,linarionoside A,\,C15H26O4,270.1831,\,,CC1=C(CCC(O)C)C(C)(C)C[C@H]([GlcO])C1,,,山楂
SZ-167,单萜及倍半萜类,linarionoside B,\,C15H26O4,270.1831,\,,CC1=C(CCC(OC(CO)=O)C)C(C)(C)C[C@H](O)C1,"InChI=1S/C15H26O4/c1-10-7-12(17)8-15(3,4)13(10)6-5-11(2)19-14(18)9-16/h11-12,16-17H,5-9H2,1-4H3/t11?,12-/m1/s1",JZNFDDUHSDZGLP-PIJUOVFKSA-N,山楂
SZ-168,单萜及倍半萜类,3β-glucopyranosyloxy-尾-ionone,\,C15H22O4,266.1518,\,,CC1=C(/C=C/C(C)=O)C(C)(C)C[C@H](OC(CO)=O)C1,"InChI=1S/C15H22O4/c1-10-7-12(19-14(18)9-16)8-15(3,4)13(10)6-5-11(2)17/h5-6,12,16H,7-9H2,1-4H3/b6-5+",RUSGIOGDRVIDNQ-AATRIKPKSA-N,山楂
SZ-169,单萜及倍半萜类,icariside B6,\,C15H24O4,268.1675,\,,CC1=C(CCC(C)=O)C(C)(C)C[C@H](OC(CO)=O)C1,"InChI=1S/C15H24O4/c1-10-7-12(19-14(18)9-16)8-15(3,4)13(10)6-5-11(2)17/h12,16H,5-9H2,1-4H3",WMKYPACWMNJJEC-UHFFFAOYSA-N,山楂
SZ-170,单萜及倍半萜类,pisumionoside,\,C15H24O6,300.1573,\,,CC(/C=C/C1(O)=C(O)(C)C[C@@H](OC(CO)=O)CC1(C)C)=O,"InChI=1S/C15H24O6/c1-10(17)5-6-15(20)13(2,3)7-11(8-14(15,4)19)21-12(18)9-16/h5-6,11,16,19-20H,7-9H2,1-4H3/b6-5+",XHJKLSVPCFUOPW-AATRIKPKSA-N,山楂
SZ-171,单萜及倍半萜类,"(3S,5R,6R,7E,9R)-3,6-epoxy-7-megastigmen-5, 9-diol-9-O-尾-D-glucopyranoside",\,C15H24O5,284.1624,\,,C[C@@]1(O)C[C@@H](O2)CC(C)(C)[C@]12/C=C/[C@@H](C)OC(CO)=O,"InChI=1S/C15H24O5/c1-10(19-12(17)9-16)5-6-15-13(2,3)7-11(20-15)8-14(15,4)18/h5-6,10-11,16,18H,7-9H2,1-4H3/b6-5+/t10?,11-,14+,15+/m0/s1",BVJHKAKKRLWQPV-DOXOWIBBSA-N,山楂
SZ-172,单萜及倍半萜类,"(6S,7E,9R)-roseoside",\,C14H20O6,284.126,\,,CC1(C)C(/C=C/C(O)OC(CO)=O)(O)C(C)=CC(C1)=O,"InChI=1S/C14H20O6/c1-9-6-10(16)7-13(2,3)14(9,19)5-4-11(17)20-12(18)8-15/h4-6,11,15,17,19H,7-8H2,1-3H3/b5-4+",RHIDPHCAQMWVTD-SNAWJCMRSA-N,山楂
